"Season","Date","Team","Opp","Venue","HA","Player","Status","Pos","Min","FIC","Off","Def","Reb","Ast","PF","STL","TO","BLK","PTS","FGM","FGA","3PM","3PA","FTM","FTA","Gameid","result","mov","doubles","fantasy"
"2017",2016-10-29,"Adelaide 36ers","New Zealand Breakers","Vector Arena","Away","Sam Johns","Bench","PG",7.6,-2.5,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,"240443",0,-26,0,-3
"2017",2016-10-29,"Adelaide 36ers","New Zealand Breakers","Vector Arena","Away","Nelson Larkins","Bench","PG",1.9666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"240443",0,-26,0,0
"2017",2016-10-29,"Adelaide 36ers","New Zealand Breakers","Vector Arena","Away","Team","","",NA,NA,1,2,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"240443",0,-26,NA,NA
"2017",2016-10-28,"Perth Wildcats","Illawarra Hawks","WIN Entertainment Centre","Away","Corban Wroe","Starter","PG",29.3166666667,-2.2,0,2,2,1,2,0,2,0,2,1,5,0,2,0,0,"240442",0,-5,0,3
"2017",2016-10-28,"Perth Wildcats","Illawarra Hawks","WIN Entertainment Centre","Away","Casey Prather","Starter","SF",27.95,17.5,1,5,6,3,4,1,1,0,20,8,9,0,0,4,4,"240442",0,-5,1,44
"2017",2016-10-28,"Perth Wildcats","Illawarra Hawks","WIN Entertainment Centre","Away","Matthew Knight","Starter","C",24.9166666667,12.8,3,4,7,2,0,1,1,0,10,4,6,0,0,2,2,"240442",0,-5,1,34
"2017",2016-10-28,"Perth Wildcats","Illawarra Hawks","WIN Entertainment Centre","Away","Jameel McKay","Starter","PF",21.35,8.6,3,3,6,1,3,0,0,4,7,3,9,0,0,1,1,"240442",0,-5,0,38
"2017",2016-10-28,"Perth Wildcats","Illawarra Hawks","WIN Entertainment Centre","Away","Greg Hire","Starter","SG",14.8166666667,-2.8,0,2,2,1,2,0,3,1,0,0,2,0,1,0,2,"240442",0,-5,0,2
"2017",2016-10-28,"Perth Wildcats","Illawarra Hawks","WIN Entertainment Centre","Away","Jesse Wagstaff","Bench","PF",22.4666666667,3.2,1,4,5,0,3,1,2,0,10,4,11,2,4,0,0,"240442",0,-5,1,20
"2017",2016-10-28,"Perth Wildcats","Illawarra Hawks","WIN Entertainment Centre","Away","Dexter Kernich-Drew","Bench","SF",17.25,7.4,0,1,1,1,1,0,1,1,14,3,7,3,7,5,7,"240442",0,-5,1,20
"2017",2016-10-28,"Perth Wildcats","Illawarra Hawks","WIN Entertainment Centre","Away","Shawn Redhage","Bench","PF",16.9333333333,4.8,0,4,4,2,0,0,0,0,2,1,3,0,2,0,0,"240442",0,-5,0,15
"2017",2016-10-28,"Perth Wildcats","Illawarra Hawks","WIN Entertainment Centre","Away","Jaron Johnson","Bench","SF",13.6,0.2,2,1,3,1,5,0,2,0,7,3,8,1,2,0,0,"240442",0,-5,0,13
"2017",2016-10-28,"Perth Wildcats","Illawarra Hawks","WIN Entertainment Centre","Away","Angus Brandt","Bench","C",9.2166666667,2,0,2,2,2,4,0,1,2,4,2,6,0,0,0,0,"240442",0,-5,0,18
"2017",2016-10-28,"Perth Wildcats","Illawarra Hawks","WIN Entertainment Centre","Away","Jackson Hussey","Bench","SG",1.7333333333,-2.2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,"240442",0,-5,0,-2
"2017",2016-10-28,"Perth Wildcats","Illawarra Hawks","WIN Entertainment Centre","Away","Team","","",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"240442",0,-5,NA,NA
"2017",2016-10-28,"Illawarra Hawks","Perth Wildcats","WIN Entertainment Centre","Home","Marvelle Harris","Starter","SG",27.25,7.6,1,4,5,0,3,1,2,0,23,8,18,0,2,7,9,"240442",1,5,1,29
"2017",2016-10-28,"Illawarra Hawks","Perth Wildcats","WIN Entertainment Centre","Home","Rotnei Clarke","Starter","PG",26.9166666667,1.2,0,1,1,2,0,0,1,0,10,4,14,2,3,0,0,"240442",1,5,1,15
"2017",2016-10-28,"Illawarra Hawks","Perth Wildcats","WIN Entertainment Centre","Home","Nicholas Kay","Starter","PF",21.7333333333,6.2,3,2,5,3,2,1,1,0,5,2,5,1,1,0,4,"240442",1,5,0,27
"2017",2016-10-28,"Illawarra Hawks","Perth Wildcats","WIN Entertainment Centre","Home","A.J. Ogilvy","Starter","C",21.2,4,4,5,9,1,4,2,1,0,6,2,11,0,1,2,4,"240442",1,5,0,33
"2017",2016-10-28,"Illawarra Hawks","Perth Wildcats","WIN Entertainment Centre","Home","Kevin White","Starter","SF",16.7666666667,2,0,1,1,0,1,1,0,0,3,1,2,0,1,1,2,"240442",1,5,0,10
"2017",2016-10-28,"Illawarra Hawks","Perth Wildcats","WIN Entertainment Centre","Home","Mitchell Norton","Bench","SF",20.95,1.8,0,3,3,0,2,1,1,0,8,1,7,0,2,6,6,"240442",1,5,0,15
"2017",2016-10-28,"Illawarra Hawks","Perth Wildcats","WIN Entertainment Centre","Home","Michael Holyfield","Bench","C",17.7833333333,7.5,3,5,8,0,1,0,2,1,6,2,3,0,0,2,4,"240442",1,5,0,25
"2017",2016-10-28,"Illawarra Hawks","Perth Wildcats","WIN Entertainment Centre","Home","Rhys Martin","Bench","SG",15.3333333333,1.8,0,1,1,1,2,0,1,0,5,2,4,1,2,0,0,"240442",1,5,0,10
"2017",2016-10-28,"Illawarra Hawks","Perth Wildcats","WIN Entertainment Centre","Home","Tim Coenraad","Bench","SF",12.4666666667,5.2,2,0,2,2,1,0,0,0,4,1,2,0,1,2,2,"240442",1,5,0,18
"2017",2016-10-28,"Illawarra Hawks","Perth Wildcats","WIN Entertainment Centre","Home","Cody Ellis","Bench","PF",10.2833333333,3.8,1,2,3,0,1,0,1,0,8,3,6,1,2,1,2,"240442",1,5,0,14
"2017",2016-10-28,"Illawarra Hawks","Perth Wildcats","WIN Entertainment Centre","Home","Oscar Forman","Bench","PF",9.2166666667,4.8,0,2,2,0,0,0,0,1,3,1,1,1,1,0,0,"240442",1,5,0,14
"2017",2016-10-28,"Illawarra Hawks","Perth Wildcats","WIN Entertainment Centre","Home","Team","","",NA,NA,3,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"240442",1,5,NA,NA
"2017",2016-10-27,"Melbourne United","Cairns Taipans","Cairns Convention Centre","Away","Ramone Moore","Starter","SG",27.4,10,1,2,3,2,3,1,0,0,15,7,12,1,3,0,0,"240441",0,-8,1,31
"2017",2016-10-27,"Melbourne United","Cairns Taipans","Cairns Convention Centre","Away","Cedric Jackson","Starter","PG",26.7666666667,6.9,0,3,3,5,1,2,0,0,3,1,6,0,2,1,1,"240441",0,-8,0,30
"2017",2016-10-27,"Melbourne United","Cairns Taipans","Cairns Convention Centre","Away","Todd Blanchfield","Starter","SF",26.15,4.1,0,1,1,1,1,0,1,2,9,3,9,2,7,1,1,"240441",0,-8,0,19
"2017",2016-10-27,"Melbourne United","Cairns Taipans","Cairns Convention Centre","Away","Majok Majok","Starter","PF",21.9333333333,11,1,5,6,1,1,0,1,2,10,5,7,0,0,0,0,"240441",0,-8,1,31
"2017",2016-10-27,"Melbourne United","Cairns Taipans","Cairns Convention Centre","Away","David Andersen","Starter","C",21.2333333333,9.8,1,3,4,2,1,0,0,1,13,5,11,1,4,2,2,"240441",0,-8,1,30
"2017",2016-10-27,"Melbourne United","Cairns Taipans","Cairns Convention Centre","Away","Tai Wesley","Bench","SF",20.2166666667,5.5,0,2,2,2,1,0,0,1,9,4,10,1,5,0,0,"240441",0,-8,0,21
"2017",2016-10-27,"Melbourne United","Cairns Taipans","Cairns Convention Centre","Away","Nate Tomlinson","Bench","SG",19.95,4.2,0,2,2,3,4,0,3,0,7,3,3,1,1,0,0,"240441",0,-8,0,15
"2017",2016-10-27,"Melbourne United","Cairns Taipans","Cairns Convention Centre","Away","Devin Williams","Bench","PF",15,2.8,3,2,5,0,4,0,0,0,4,2,5,0,0,0,0,"240441",0,-8,0,16
"2017",2016-10-27,"Melbourne United","Cairns Taipans","Cairns Convention Centre","Away","Owen Odigie","Bench","SG",12.3,4.5,1,4,5,0,0,0,1,0,3,1,2,1,2,0,0,"240441",0,-8,0,13
"2017",2016-10-27,"Melbourne United","Cairns Taipans","Cairns Convention Centre","Away","Kyle Adnam","Bench","PG",8.9833333333,-0.2,0,0,0,0,0,0,0,0,2,1,3,0,1,0,0,"240441",0,-8,0,1
"2017",2016-10-27,"Melbourne United","Cairns Taipans","Cairns Convention Centre","Away","Team","","",NA,NA,1,4,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"240441",0,-8,NA,NA
"2017",2016-10-27,"Cairns Taipans","Melbourne United","Cairns Convention Centre","Home","Mark Worthington","Starter","PF",35.3833333333,16,3,7,10,5,2,1,0,0,14,5,13,1,3,3,4,"240441",1,8,2,64
"2017",2016-10-27,"Cairns Taipans","Melbourne United","Cairns Convention Centre","Home","Travis Trice","Starter","PG",29.1166666667,15.4,0,1,1,2,1,1,2,0,28,10,15,2,3,6,7,"240441",1,8,1,37
"2017",2016-10-27,"Cairns Taipans","Melbourne United","Cairns Convention Centre","Home","Cameron Gliddon","Starter","SG",28.4166666667,8,3,3,6,4,1,0,0,0,6,3,9,0,4,0,0,"240441",1,8,0,32
"2017",2016-10-27,"Cairns Taipans","Melbourne United","Cairns Convention Centre","Home","Fuquan Edwin","Starter","SF",26.6333333333,7,3,5,8,2,1,0,2,0,12,5,15,2,6,0,0,"240441",1,8,1,32
"2017",2016-10-27,"Cairns Taipans","Melbourne United","Cairns Convention Centre","Home","Nnanna Egwu","Starter","C",24.8,-0.2,0,3,3,1,0,0,1,0,2,1,6,0,2,0,0,"240441",1,8,0,9
"2017",2016-10-27,"Cairns Taipans","Melbourne United","Cairns Convention Centre","Home","Nathan Jawai","Bench","C",19.8,5.4,0,3,3,0,2,1,0,1,7,3,5,0,0,1,3,"240441",1,8,0,20
"2017",2016-10-27,"Cairns Taipans","Melbourne United","Cairns Convention Centre","Home","Mitchell McCarron","Bench","SG",13.4833333333,3,0,0,0,1,0,0,0,0,5,2,4,1,2,0,0,"240441",1,8,0,10
"2017",2016-10-27,"Cairns Taipans","Melbourne United","Cairns Convention Centre","Home","Stephen Weigh","Bench","SF",11.4333333333,5.8,1,0,1,1,0,0,0,0,6,2,3,2,3,0,0,"240441",1,8,0,16
"2017",2016-10-27,"Cairns Taipans","Melbourne United","Cairns Convention Centre","Home","Jarrad Weeks","Bench","PG",10.8666666667,3.5,1,1,2,1,0,0,0,0,3,1,3,1,2,0,0,"240441",1,8,0,13
"2017",2016-10-27,"Cairns Taipans","Melbourne United","Cairns Convention Centre","Home","Team","","",NA,NA,3,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"240441",1,8,NA,NA
"2017",2016-10-24,"Sydney Kings","Illawarra Hawks","Sydney Entertainment Centre","Home","Jason Cadee","Starter","PG",34.15,10.5,1,0,1,6,2,1,0,0,14,5,13,3,8,1,2,"240439",1,17,1,39
"2017",2016-10-24,"Sydney Kings","Illawarra Hawks","Sydney Entertainment Centre","Home","Kevin Lisch","Starter","SG",33.6,19.2,2,6,8,3,4,6,2,0,19,6,13,4,9,3,4,"240439",1,17,1,68
"2017",2016-10-24,"Sydney Kings","Illawarra Hawks","Sydney Entertainment Centre","Home","Brad Newley","Starter","SF",32.3166666667,17,1,5,6,3,0,4,2,0,20,8,15,2,5,2,4,"240439",1,17,1,53
"2017",2016-10-24,"Sydney Kings","Illawarra Hawks","Sydney Entertainment Centre","Home","Greg Whittington","Starter","PF",29.9333333333,13,4,3,7,4,4,3,1,0,8,2,6,2,4,2,2,"240439",1,17,0,50
"2017",2016-10-24,"Sydney Kings","Illawarra Hawks","Sydney Entertainment Centre","Home","Aleks Maric","Starter","C",19.9333333333,11.2,4,1,5,4,3,1,1,1,6,3,4,0,0,0,0,"240439",1,17,0,40
"2017",2016-10-24,"Sydney Kings","Illawarra Hawks","Sydney Entertainment Centre","Home","Tom Garlepp","Bench","PF",13.65,4.5,1,1,2,0,2,1,0,2,6,3,7,0,1,0,0,"240439",1,17,0,23
"2017",2016-10-24,"Sydney Kings","Illawarra Hawks","Sydney Entertainment Centre","Home","Dion Prewster","Bench","SG",12.2833333333,5.5,1,1,2,0,0,1,1,0,9,3,7,3,6,0,0,"240439",1,17,0,19
"2017",2016-10-24,"Sydney Kings","Illawarra Hawks","Sydney Entertainment Centre","Home","Josh Powell","Bench","PF",11.5666666667,4.8,0,4,4,2,5,1,0,1,4,2,5,0,0,0,0,"240439",1,17,0,27
"2017",2016-10-24,"Sydney Kings","Illawarra Hawks","Sydney Entertainment Centre","Home","Jeromie Hill","Bench","PF",8.4666666667,2.2,0,0,0,0,1,0,0,1,4,2,3,0,1,0,0,"240439",1,17,0,10
"2017",2016-10-24,"Sydney Kings","Illawarra Hawks","Sydney Entertainment Centre","Home","Craig Moller","Bench","PF",1.6833333333,1.8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"240439",1,17,0,7
"2017",2016-10-24,"Sydney Kings","Illawarra Hawks","Sydney Entertainment Centre","Home","Liu Bo","Bench","PF",1.6833333333,-0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"240439",1,17,0,2
"2017",2016-10-24,"Sydney Kings","Illawarra Hawks","Sydney Entertainment Centre","Home","Tony Tolovae","Bench","SG",0.6166666667,-0.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"240439",1,17,0,2
"2017",2016-10-24,"Sydney Kings","Illawarra Hawks","Sydney Entertainment Centre","Home","Team","","",NA,NA,3,1,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"240439",1,17,NA,NA
"2017",2016-10-24,"Illawarra Hawks","Sydney Kings","Sydney Entertainment Centre","Away","A.J. Ogilvy","Starter","C",28.1833333333,15.4,1,4,5,2,1,1,3,2,20,7,10,1,2,5,7,"240439",0,-17,1,41
"2017",2016-10-24,"Illawarra Hawks","Sydney Kings","Sydney Entertainment Centre","Away","Rotnei Clarke","Starter","PG",24.9666666667,7.5,0,3,3,2,0,1,4,1,12,5,8,1,3,1,2,"240439",0,-17,1,23
"2017",2016-10-24,"Illawarra Hawks","Sydney Kings","Sydney Entertainment Centre","Away","Kevin White","Starter","SF",18.6666666667,6.2,1,3,4,1,3,1,2,1,5,2,2,1,1,0,0,"240439",0,-17,0,22
"2017",2016-10-24,"Illawarra Hawks","Sydney Kings","Sydney Entertainment Centre","Away","Marvelle Harris","Starter","SG",18.2333333333,-0.5,0,1,1,0,5,0,0,0,5,1,3,0,0,3,4,"240439",0,-17,0,5
"2017",2016-10-24,"Illawarra Hawks","Sydney Kings","Sydney Entertainment Centre","Away","Cody Ellis","Starter","PF",16.0166666667,2.8,0,0,0,2,1,0,1,0,6,2,4,1,2,1,2,"240439",0,-17,0,9
"2017",2016-10-24,"Illawarra Hawks","Sydney Kings","Sydney Entertainment Centre","Away","Rhys Martin","Bench","SG",21.6833333333,1.6,0,1,1,3,1,1,3,1,5,1,6,0,3,3,3,"240439",0,-17,0,16
"2017",2016-10-24,"Illawarra Hawks","Sydney Kings","Sydney Entertainment Centre","Away","Nicholas Kay","Bench","PF",19.4166666667,6.6,1,4,5,1,0,1,3,1,6,3,4,0,1,0,1,"240439",0,-17,0,21
"2017",2016-10-24,"Illawarra Hawks","Sydney Kings","Sydney Entertainment Centre","Away","Tim Coenraad","Bench","SF",19.0833333333,-2.1,0,1,1,3,3,0,3,1,1,0,3,0,1,1,3,"240439",0,-17,0,7
"2017",2016-10-24,"Illawarra Hawks","Sydney Kings","Sydney Entertainment Centre","Away","Oscar Forman","Bench","PF",16.6,5.5,0,2,2,0,0,0,0,1,6,2,4,2,4,0,0,"240439",0,-17,0,15
"2017",2016-10-24,"Illawarra Hawks","Sydney Kings","Sydney Entertainment Centre","Away","Michael Holyfield","Bench","C",11.8,1,1,3,4,0,3,0,2,0,5,2,4,1,1,0,2,"240439",0,-17,0,8
"2017",2016-10-24,"Illawarra Hawks","Sydney Kings","Sydney Entertainment Centre","Away","Luke Jamieson","Bench","SF",5.25,-0.2,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,"240439",0,-17,0,1
"2017",2016-10-24,"Illawarra Hawks","Sydney Kings","Sydney Entertainment Centre","Away","Team","","",NA,NA,4,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"240439",0,-17,NA,NA
"2017",2016-10-23,"Perth Wildcats","Melbourne United","Melbourne Arena","Away","Damian Martin","Starter","SG",34.3333333333,16.2,1,12,13,5,3,2,2,1,7,3,6,0,1,1,2,"240440",1,3,1,57
"2017",2016-10-23,"Perth Wildcats","Melbourne United","Melbourne Arena","Away","Casey Prather","Starter","SF",32.1833333333,2.1,1,4,5,3,2,1,4,0,16,7,21,1,3,1,3,"240440",1,3,1,26
"2017",2016-10-23,"Perth Wildcats","Melbourne United","Melbourne Arena","Away","Matthew Knight","Starter","C",30.3833333333,12.2,4,5,9,1,0,0,1,1,14,7,13,0,0,0,2,"240440",1,3,1,38
"2017",2016-10-23,"Perth Wildcats","Melbourne United","Melbourne Arena","Away","Jameel McKay","Starter","PF",22.8166666667,8.9,5,2,7,0,2,1,0,0,8,4,7,0,0,0,1,"240440",1,3,0,31
"2017",2016-10-23,"Perth Wildcats","Melbourne United","Melbourne Arena","Away","Jarrod Kenny","Starter","PG",3.7333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"240440",1,3,0,2
"2017",2016-10-23,"Perth Wildcats","Melbourne United","Melbourne Arena","Away","Shawn Redhage","Bench","PF",21.9833333333,2.5,2,4,6,0,1,0,2,1,5,2,8,1,5,0,0,"240440",1,3,0,19
"2017",2016-10-23,"Perth Wildcats","Melbourne United","Melbourne Arena","Away","Andre Ingram","Bench","SG",21.1166666667,2.5,1,2,3,2,5,1,1,0,8,3,10,2,5,0,0,"240440",1,3,0,24
"2017",2016-10-23,"Perth Wildcats","Melbourne United","Melbourne Arena","Away","Jesse Wagstaff","Bench","PF",19.9666666667,3.8,0,3,3,0,3,0,0,0,6,2,4,2,4,0,0,"240440",1,3,0,15
"2017",2016-10-23,"Perth Wildcats","Melbourne United","Melbourne Arena","Away","Angus Brandt","Bench","C",6.8166666667,3.2,1,1,2,1,0,0,0,0,2,1,2,0,0,0,0,"240440",1,3,0,12
"2017",2016-10-23,"Perth Wildcats","Melbourne United","Melbourne Arena","Away","Dexter Kernich-Drew","Bench","SF",6.6,3.8,0,0,0,0,0,0,0,0,6,2,3,2,3,0,0,"240440",1,3,0,10
"2017",2016-10-23,"Perth Wildcats","Melbourne United","Melbourne Arena","Away","Team","","",NA,NA,2,2,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"240440",1,3,NA,NA
"2017",2016-10-23,"Melbourne United","Perth Wildcats","Melbourne Arena","Home","Todd Blanchfield","Starter","SF",32.4166666667,0.2,0,1,1,0,1,2,1,0,5,2,8,1,6,0,0,"240440",0,-3,0,11
"2017",2016-10-23,"Melbourne United","Perth Wildcats","Melbourne Arena","Home","Cedric Jackson","Starter","PG",32.3,8.8,2,3,5,7,2,3,2,0,8,4,12,0,3,0,4,"240440",0,-3,0,41
"2017",2016-10-23,"Melbourne United","Perth Wildcats","Melbourne Arena","Home","Majok Majok","Starter","PF",23.1,9.8,2,3,5,0,1,0,0,0,12,4,6,0,0,4,4,"240440",0,-3,1,23
"2017",2016-10-23,"Melbourne United","Perth Wildcats","Melbourne Arena","Home","Ramone Moore","Starter","SG",21.8166666667,3.8,0,3,3,2,1,0,1,1,9,4,11,0,1,1,2,"240440",0,-3,0,19
"2017",2016-10-23,"Melbourne United","Perth Wildcats","Melbourne Arena","Home","David Andersen","Starter","C",21.7833333333,5.2,1,4,5,0,0,0,1,0,9,3,8,1,3,2,2,"240440",0,-3,0,17
"2017",2016-10-23,"Melbourne United","Perth Wildcats","Melbourne Arena","Home","Tai Wesley","Bench","SF",18.3833333333,6.1,2,4,6,0,1,0,0,1,10,4,11,1,5,1,3,"240440",0,-3,1,24
"2017",2016-10-23,"Melbourne United","Perth Wildcats","Melbourne Arena","Home","Nate Tomlinson","Bench","PG",18.1666666667,7.1,0,0,0,4,4,2,0,0,8,4,6,0,2,0,1,"240440",0,-3,0,26
"2017",2016-10-23,"Melbourne United","Perth Wildcats","Melbourne Arena","Home","Owen Odigie","Bench","SG",15.4,3.6,1,3,4,0,2,1,2,0,5,2,3,1,2,0,1,"240440",0,-3,0,14
"2017",2016-10-23,"Melbourne United","Perth Wildcats","Melbourne Arena","Home","Devin Williams","Bench","PF",8.8666666667,0,0,3,3,0,1,0,1,0,0,0,1,0,0,0,0,"240440",0,-3,0,4
"2017",2016-10-23,"Melbourne United","Perth Wildcats","Melbourne Arena","Home","Kyle Adnam","Bench","PG",7.6833333333,3.8,1,1,2,2,0,0,0,0,3,1,4,1,2,0,0,"240440",0,-3,0,14
"2017",2016-10-23,"Melbourne United","Perth Wildcats","Melbourne Arena","Home","Team","","",NA,NA,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"240440",0,-3,NA,NA
"2017",2016-10-22,"New Zealand Breakers","Brisbane Bullets","Brisbane Entertainment Centre","Away","Thomas Abercrombie","Starter","PF",31.4833333333,5.5,0,4,4,1,5,1,0,0,12,4,10,3,5,1,4,"240437",0,-6,1,24
"2017",2016-10-22,"New Zealand Breakers","Brisbane Bullets","Brisbane Entertainment Centre","Away","Ben Woodside","Starter","PG",29.5833333333,4.5,1,0,1,2,3,0,2,0,14,5,10,1,2,3,4,"240437",0,-6,1,17
"2017",2016-10-22,"New Zealand Breakers","Brisbane Bullets","Brisbane Entertainment Centre","Away","Kirk Penney","Starter","SG",24.2333333333,8.5,1,2,3,1,3,1,1,0,14,6,10,2,4,0,0,"240437",0,-6,1,26
"2017",2016-10-22,"New Zealand Breakers","Brisbane Bullets","Brisbane Entertainment Centre","Away","Mika Vukona","Starter","SF",20.6666666667,7.9,3,2,5,3,4,0,2,0,7,3,3,0,0,1,1,"240437",0,-6,0,25
"2017",2016-10-22,"New Zealand Breakers","Brisbane Bullets","Brisbane Entertainment Centre","Away","Alex Pledger","Starter","C",18.5166666667,5.2,5,2,7,0,2,0,3,2,6,2,5,0,0,2,4,"240437",0,-6,0,24
"2017",2016-10-22,"New Zealand Breakers","Brisbane Bullets","Brisbane Entertainment Centre","Away","Corey Webster","Bench","SG",28.3833333333,0,1,2,3,4,1,0,3,0,6,3,12,0,1,0,0,"240437",0,-6,0,15
"2017",2016-10-22,"New Zealand Breakers","Brisbane Bullets","Brisbane Entertainment Centre","Away","Akil Mitchell","Bench","PF",22.2666666667,13,1,3,4,1,2,2,1,0,20,9,12,0,0,2,6,"240437",0,-6,1,33
"2017",2016-10-22,"New Zealand Breakers","Brisbane Bullets","Brisbane Entertainment Centre","Away","Robert Loe","Bench","C",18.5,7.8,0,1,1,3,1,1,0,2,3,1,2,1,2,0,0,"240437",0,-6,0,27
"2017",2016-10-22,"New Zealand Breakers","Brisbane Bullets","Brisbane Entertainment Centre","Away","Isaih Tueta","Bench","PG",6.2833333333,0,0,0,0,1,1,1,0,0,0,0,2,0,1,0,0,"240437",0,-6,0,6
"2017",2016-10-22,"New Zealand Breakers","Brisbane Bullets","Brisbane Entertainment Centre","Away","Team","","",NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"240437",0,-6,NA,NA
"2017",2016-10-22,"Brisbane Bullets","New Zealand Breakers","Brisbane Entertainment Centre","Home","Jermaine Beal","Starter","PG",35.2,2.8,1,3,4,2,2,0,3,0,9,3,9,1,2,2,2,"240437",1,6,0,18
"2017",2016-10-22,"Brisbane Bullets","New Zealand Breakers","Brisbane Entertainment Centre","Home","Adam Gibson","Starter","SG",29.15,14,1,2,3,4,0,1,0,1,10,3,5,2,3,2,2,"240437",1,6,1,40
"2017",2016-10-22,"Brisbane Bullets","New Zealand Breakers","Brisbane Entertainment Centre","Home","Torrey Craig","Starter","SF",25.4666666667,11.1,2,4,6,1,3,1,3,1,17,6,9,0,1,5,7,"240437",1,6,1,35
"2017",2016-10-22,"Brisbane Bullets","New Zealand Breakers","Brisbane Entertainment Centre","Home","Daniel Kickert","Starter","PF",19.8333333333,2.8,0,1,1,0,5,1,2,0,13,4,8,1,2,4,4,"240437",1,6,1,16
"2017",2016-10-22,"Brisbane Bullets","New Zealand Breakers","Brisbane Entertainment Centre","Home","Tom Jervis","Starter","C",14.25,2,0,0,0,1,2,0,0,0,8,3,7,0,0,2,2,"240437",1,6,0,11
"2017",2016-10-22,"Brisbane Bullets","New Zealand Breakers","Brisbane Entertainment Centre","Home","Cameron Bairstow","Bench","PF",20.35,11,3,3,6,1,3,0,1,0,14,6,7,0,0,2,4,"240437",1,6,1,30
"2017",2016-10-22,"Brisbane Bullets","New Zealand Breakers","Brisbane Entertainment Centre","Home","Anthony Petrie","Bench","PF",15.8,12.8,2,3,5,2,0,0,0,0,11,5,6,1,1,0,0,"240437",1,6,1,32
"2017",2016-10-22,"Brisbane Bullets","New Zealand Breakers","Brisbane Entertainment Centre","Home","Reuben Te Rangi","Bench","SF",11.8333333333,-2.8,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,"240437",1,6,0,0
"2017",2016-10-22,"Brisbane Bullets","New Zealand Breakers","Brisbane Entertainment Centre","Home","Shaun Bruce","Bench","SG",10.8333333333,2.2,1,1,2,2,1,1,1,0,2,0,3,0,0,2,2,"240437",1,6,0,16
"2017",2016-10-22,"Brisbane Bullets","New Zealand Breakers","Brisbane Entertainment Centre","Home","Mitchell Young","Bench","PF",9.7333333333,1.5,1,1,2,0,0,1,1,0,2,0,2,0,0,2,2,"240437",1,6,0,10
"2017",2016-10-22,"Brisbane Bullets","New Zealand Breakers","Brisbane Entertainment Centre","Home","Matthew Kenyon","Bench","SG",7.45,-1.2,0,0,0,0,0,0,1,0,2,0,2,0,1,2,2,"240437",1,6,0,1
"2017",2016-10-22,"Brisbane Bullets","New Zealand Breakers","Brisbane Entertainment Centre","Home","Team","","",NA,NA,2,4,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"240437",1,6,NA,NA
"2017",2016-10-21,"Cairns Taipans","Adelaide 36ers","Adelaide Arena","Away","Travis Trice","Starter","PG",31.8333333333,4.2,1,0,1,3,2,2,2,0,11,4,13,3,8,0,0,"240436",0,-16,1,26
"2017",2016-10-21,"Cairns Taipans","Adelaide 36ers","Adelaide Arena","Away","Cameron Gliddon","Starter","SG",31.6333333333,6.8,0,1,1,3,2,2,3,0,14,5,11,3,9,1,2,"240436",0,-16,1,26
"2017",2016-10-21,"Cairns Taipans","Adelaide 36ers","Adelaide Arena","Away","Alex Loughton","Starter","PF",24.0666666667,9,3,4,7,0,2,0,1,0,11,5,8,1,2,0,0,"240436",0,-16,1,26
"2017",2016-10-21,"Cairns Taipans","Adelaide 36ers","Adelaide Arena","Away","Fuquan Edwin","Starter","SF",20.15,-2,0,4,4,0,2,1,1,0,2,1,8,0,7,0,0,"240436",0,-16,0,9
"2017",2016-10-21,"Cairns Taipans","Adelaide 36ers","Adelaide Arena","Away","Nnanna Egwu","Starter","C",18.65,-0.8,3,1,4,1,2,0,3,0,0,0,2,0,1,0,0,"240436",0,-16,0,7
"2017",2016-10-21,"Cairns Taipans","Adelaide 36ers","Adelaide Arena","Away","Mark Worthington","Bench","PF",23.1,4,1,4,5,2,5,0,3,0,11,3,9,3,8,2,2,"240436",0,-16,1,22
